%time,field.name0,field.name1,field.pose0.position.x,field.pose0.position.y,field.pose0.position.z,field.pose0.orientation.x,field.pose0.orientation.y,field.pose0.orientation.z,field.pose0.orientation.w,field.pose1.position.x,field.pose1.position.y,field.pose1.position.z,field.pose1.orientation.x,field.pose1.orientation.y,field.pose1.orientation.z,field.pose1.orientation.w,field.twist0.linear.x,field.twist0.linear.y,field.twist0.linear.z,field.twist0.angular.x,field.twist0.angular.y,field.twist0.angular.z,field.twist1.linear.x,field.twist1.linear.y,field.twist1.linear.z,field.twist1.angular.x,field.twist1.angular.y,field.twist1.angular.z
18103000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459367661343,7.56690551487,1.1678076963,0.22190257317,-0.128528231017,0.661821046082,0.704437821824,0.0,0.0,0.0,0.0,0.0,0.0,-0.000607903038514,2.05653861924,2.3301957975,-0.531178163458,0.349790547065,0.103524920353
18104000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459366717293,7.56896153929,1.17013609343,0.221836444002,-0.128216120992,0.661853045695,0.704485460698,0.0,0.0,0.0,0.0,0.0,0.0,-0.000947831774211,2.05600440674,2.32844526534,-0.535657853447,0.350237167017,0.103543766112
18105000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459365432359,7.57101702897,1.17246274128,0.221768862348,-0.12790235494,0.661885219553,0.704533544574,0.0,0.0,0.0,0.0,0.0,0.0,-0.00128875499019,2.05546940879,2.32669656612,-0.540138575238,0.350684602282,0.103562492298
18106000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459363805508,7.57307198311,1.17478764165,0.221699827724,-0.12758693201,0.661917566038,0.704582072535,0.0,0.0,0.0,0.0,0.0,0.0,-0.00163070999907,2.05493360939,2.32494968491,-0.544620361969,0.351132889215,0.103581080311
18107000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45936183567,7.5751264009,1.17711079635,0.221629339642,-0.127269851328,0.661950083511,0.704631043662,0.0,0.0,0.0,0.0,0.0,0.0,-0.00197373544292,2.05439699277,2.32320460805,-0.549103244181,0.351582063727,0.103599512732
18108000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459359521734,7.5771802815,1.17943220716,0.221557397613,-0.126951112001,0.661982770315,0.704680457038,0.0,0.0,0.0,0.0,0.0,0.0,-0.00231787023154,2.0538595435,2.32146132308,-0.553587249204,0.352032160167,0.103617773969
18109000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459356862555,7.57923362406,1.18175187586,0.221484001145,-0.126630713118,0.662015624776,0.704730311739,0.0,0.0,0.0,0.0,0.0,0.0,-0.00266315243974,2.05332124645,2.31971981884,-0.558072400644,0.352483210212,0.103635850865
18110000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459353856948,7.58128642774,1.18406980422,0.221409149747,-0.126308653751,0.662048645204,0.704780606842,0.0,0.0,0.0,0.0,0.0,0.0,-0.00300961821715,2.05278208685,2.31798008534,-0.562558718001,0.352935241833,0.103653733238
18111000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459350503695,7.58333869164,1.18638599398,0.221332842924,-0.125984932959,0.662081829892,0.704831341412,0.0,0.0,0.0,0.0,0.0,0.0,-0.00335730076521,2.05224205028,2.3162421137,-0.567046216421,0.353388278391,0.103671414332
18112000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459346801552,7.58539041488,1.18870044691,0.221255080183,-0.125659549791,0.662115177123,0.704882514511,0.0,0.0,0.0,0.0,0.0,0.0,-0.00370622943174,2.05170112265,2.31450589605,-0.57153490661,0.353842337894,0.103688891137
18113000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459342749246,7.58744159657,1.19101316473,0.221175861027,-0.125332503288,0.662148685166,0.704934125186,0.0,0.0,0.0,0.0,0.0,0.0,-0.00405642896405,2.05115929017,2.31277142535,-0.576024794887,0.35429743247,0.103706164573
18114000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459338345487,7.58949223577,1.19332414919,0.221095184961,-0.125003792487,0.662182352281,0.704986172473,0.0,0.0,0.0,0.0,0.0,0.0,-0.00440791894989,2.05061653935,2.31103869522,-0.580515883377,0.354753568062,0.103723239532
18119000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459333588971,7.59154233157,1.19563340202,0.221013051485,-0.124673416424,0.662216176721,0.705038655394,0.0,0.0,0.0,0.0,0.0,0.0,-0.00476071346161,2.05007285694,2.30930769981,-0.585008170332,0.355210744357,0.103740124766
18119000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459328478385,7.59359188301,1.19794092494,0.220929460099,-0.124341374136,0.662250156731,0.705091572952,0.0,0.0,0.0,0.0,0.0,0.0,-0.00511482090427,2.04952822989,2.30757843355,-0.589501650548,0.355668954936,0.103756832639
18119000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459323012412,7.59564088914,1.20024671967,0.220844410298,-0.124007664667,0.662284290553,0.705144924133,0.0,0.0,0.0,0.0,0.0,0.0,-0.00547024405617,2.04898264529,2.30585089105,-0.59399631586,0.356128187627,0.103773378772
18119000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45931718974,7.597689349,1.20255078792,0.220757901576,-0.123672287066,0.662318576425,0.705198707902,0.0,0.0,0.0,0.0,0.0,0.0,-0.0058269802799,2.04843609034,2.3041250669,-0.598492155694,0.356588425022,0.103789781576
18119000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459311009062,7.5997372616,1.2048531314,0.220669933418,-0.12333524039,0.662353012584,0.705252923202,0.0,0.0,0.0,0.0,0.0,0.0,-0.00618502187524,2.04788855231,2.30240095555,-0.602989157644,0.357049645122,0.103806061732
18120000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459304469086,7.60178462595,1.20715375181,0.220580505308,-0.122996523709,0.662387597264,0.705307568955,0.0,0.0,0.0,0.0,0.0,0.0,-0.00654435654228,2.04734001846,2.30067855115,-0.607487308069,0.35751182208,0.103822241623
18121000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459297568535,7.60383144103,1.20945265085,0.220489616722,-0.122656136102,0.6624223287,0.705362644059,0.0,0.0,0.0,0.0,0.0,0.0,-0.00690496792339,2.04679047602,2.29895784744,-0.611986592679,0.357974926982,0.10383834475
18122000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459290306151,7.60587770584,1.2117498302,0.22039726713,-0.122314076663,0.662457205127,0.70541814739,0.0,0.0,0.0,0.0,0.0,0.0,-0.00726683619557,2.04623991215,2.2972388377,-0.616486997112,0.358438928661,0.103854395155
18123000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459282680872,7.60792341937,1.21404529232,0.220303455842,-0.121970344922,0.662492224768,0.705474077784,0.0,0.0,0.0,0.0,0.0,0.0,-0.00762976727959,2.04568835731,2.29552228278,-0.620988150227,0.358902993652,0.103870191396
18124000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459274692733,7.60996858091,1.21633904445,0.2202081812,-0.121624943091,0.662527385764,0.705530433974,0.0,0.0,0.0,0.0,0.0,0.0,-0.0079926622604,2.04513607131,2.29381298307,-0.625487801552,0.359362071798,0.103884346934
18125000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459266342437,7.61201318987,1.21863109669,0.220111440969,-0.121277874979,0.662562686213,0.705587214619,0.0,0.0,0.0,0.0,0.0,0.0,-0.00835485540994,2.04458320616,2.29211377905,-0.629984608742,0.359813141859,0.10389605018
18126000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459257631185,7.61405724578,1.22092146122,0.220013232484,-0.120929145585,0.662598124182,0.705644418323,0.0,0.0,0.0,0.0,0.0,0.0,-0.00871584522315,2.04402987261,2.29042676136,-0.634477577251,0.360253955675,0.103904708298
18127000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459248560608,7.61610074827,1.22321015197,0.219913552714,-0.120578760906,0.662633697714,0.705702043645,0.0,0.0,0.0,0.0,0.0,0.0,-0.00907520500902,2.04347616288,2.2887536759,-0.638965872885,0.360682618353,0.103909828146
18128000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459239132716,7.61814369704,1.2254971844,0.219812398304,-0.120226727825,0.662669404833,0.7057600891,0.0,0.0,0.0,0.0,0.0,0.0,-0.00943255419352,2.04292215803,2.28709605594,-0.643448761034,0.361097452053,0.103910977254
18129000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459229349867,7.62018609188,1.22778257537,0.219709765605,-0.119873054027,0.662705243547,0.705818553165,0.0,0.0,0.0,0.0,0.0,0.0,-0.00978754441798,2.04236793153,2.28545528756,-0.647925576766,0.361496928862,0.103907764352
18130000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459219214744,7.62222793263,1.23006634299,0.219605650693,-0.119517747939,0.662741211846,0.705877434285,0.0,0.0,0.0,0.0,0.0,0.0,-0.0101398519167,2.04181355131,2.28383264685,-0.652395707973,0.361879632924,0.103899828213
18131000000,ocean_waves,wamv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.459208730333,7.62426921919,1.23234850658,0.219500049384,-0.119160818686,0.662777307708,0.705936730874,0.0,0.0,0.0,0.0,0.0,0.0,-0.0104891729034,2.04125908104,2.28222932366,-0.656858584729,0.362244236541,0.103886830488
